Product ID : 2096 # of JPs covered : 1 : 293 : Insurance Coverage, 
pr_000596326,0.078536, 0.000000
pr_000342041,0.078536, 0.000000
pr_000293695,0.078536, 0.000000
pr_000590592,0.078536, 0.000000
pr_000579501,0.078536, 0.000000
pr_000560481,0.078536, 0.000000
pr_000601212,0.078536, 0.000000
pr_000170175,0.078536, 0.000000
pr_000594339,0.078536, 0.000000
pr_000249734,0.078536, 0.000000
pr_000294525,0.078536, 0.000000
pr_000541532,0.078536, 0.000000
pr_000491435,0.078536, 0.000000
pr_000330701,0.078536, 0.000000
pr_000592774,0.078536, 0.000000
pr_000568450,0.078536, 0.000000
pr_000590738,0.078536, 0.000000
pr_000360765,0.078536, 0.000000
pr_000294897,0.078536, 0.000000
pr_000287735,0.078536, 0.000000
pr_000005907,0.078536, 0.000000
pr_000969634,0.078536, 0.000000
pr_000411479,0.078536, 0.000000
pr_000080087,0.078536, 0.000000
pr_000659666,0.078536, 0.000000
pr_000118154,0.078536, 0.000000
pr_000631616,0.078536, 0.000000
pr_000620777,0.078536, 0.000000
pr_000631327,0.078536, 0.000000
pr_000595089,0.078536, 0.000000
us_000563405,0.078536, 0.000001
pr_000844786,0.078536, 0.000001
us_000587126,0.078536, 0.000001
pr_000319920,0.078536, 0.000003
pr_000602793,0.078536, 0.000004
pr_001689410,0.078536, 0.000004
us_000606643,0.078536, 0.000007
us_000611068,0.078536, 0.000007
pr_000993253,0.078536, 0.000011
pr_000809971,0.078536, 0.000053
pr_000900460,0.078536, 0.000054
pr_001704484,0.078536, 0.000060
pr_001616211,0.078536, 0.000079
pr_001007329,0.078536, 0.000098
pr_000666075,0.078536, 0.000116
pr_002056623,0.078536, 0.000120
pr_000867453,0.078536, 0.000149
pr_002117786,0.078536, 0.000152
pr_000220621,0.078536, 0.000154
pr_001670551,0.078536, 0.000189
pr_000866830,0.078536, 0.000207
pr_000857956,0.078536, 0.000288
pr_001857087,0.078536, 0.000300
pr_001921607,0.078536, 0.000344
pr_001017155,0.078536, 0.000355
pr_002220051,0.078536, 0.000364
pr_000953047,0.078536, 0.000776
pr_000772681,0.078536, 0.001470
pr_000469537,0.078536, 0.001779
us_000483887,0.078536, 0.003233
us_000469454,0.078536, 0.316560
us_000539122,0.078536, 0.340914
us_000595946,0.078536, 0.341860
us_000592341,0.078536, 0.345535
us_000493980,0.078536, 0.417511
pr_000937068,0.052883, 0.000000
pr_000668307,0.052883, 0.000000
pr_000287027,0.052883, 0.000000
pr_000941628,0.052883, 0.000000
pr_001039889,0.052883, 0.000000
pr_001026809,0.052883, 0.000000
pr_000462146,0.052883, 0.000000
pr_001049573,0.052883, 0.000000
pr_001063501,0.052883, 0.000000
pr_000770734,0.052883, 0.000000
us_000596082,0.052883, 0.000001
us_000580642,0.052883, 0.000001
us_000617184,0.052883, 0.000001
us_000572250,0.052883, 0.000001
us_000600836,0.052883, 0.000001
us_000613087,0.052883, 0.000001
us_000617010,0.052883, 0.000001
us_000524217,0.052883, 0.000001
us_000609175,0.052883, 0.000001
us_000577590,0.052883, 0.000001
us_000611911,0.052883, 0.000001
us_000612154,0.052883, 0.000001
us_000589410,0.052883, 0.000001
us_000600893,0.052883, 0.000001
us_000589425,0.052883, 0.000001
us_000516757,0.052883, 0.000003
us_000029141,0.052883, 0.000003
us_000495761,0.052883, 0.000003
us_000554877,0.052883, 0.000003
us_000570098,0.052883, 0.000003
us_000480801,0.052883, 0.000003
us_000551687,0.052883, 0.000003
us_000613156,0.052883, 0.000004
us_000569185,0.052883, 0.000004
us_000524882,0.052883, 0.000004
us_000596769,0.052883, 0.000004
us_000561320,0.052883, 0.000004
us_000596079,0.052883, 0.000007
us_000488176,0.052883, 0.000008
us_000466640,0.052883, 0.000008
us_000570818,0.052883, 0.000012
pr_001052182,0.052883, 0.000014
us_000581630,0.052883, 0.000064
us_000548040,0.052883, 0.000071
pr_000763013,0.052883, 0.000111
us_000550490,0.052883, 0.000189
pr_001135802,0.052883, 0.000493
us_000548477,0.052883, 0.000530
us_000603958,0.052883, 0.000668
us_000485244,0.052883, 0.000676
pr_000982386,0.052883, 0.000797
pr_001198500,0.052883, 0.001713
us_000562304,0.052883, 0.002214
us_000471310,0.052883, 0.004644
us_000558767,0.052883, 0.009299
us_000478428,0.052883, 0.009365
us_000476034,0.052883, 0.038673
us_000478723,0.052883, 0.769134
us_000271859,0.052883, 1.383832
pr_000302672,0.004497, 0.000000
pr_000547735,0.004497, 0.000000
us_000480134,0.004497, 0.000000
us_000504725,0.004497, 0.000000
us_000500920,0.004497, 0.000000
us_000519481,0.004497, 0.000000
us_000491514,0.004497, 0.000000
us_000556321,0.004497, 0.219098
us_000501696,0.004497, 0.242528
us_000273017,0.004497, 0.254197
us_000113845,0.004497, 0.258604
us_000508210,0.004497, 0.262272
us_000482002,0.004497, 0.301134
us_000583266,0.004497, 0.302957
us_000615576,0.004497, 0.318987
us_000119792,0.004497, 0.321924
us_000557664,0.004497, 0.328658
us_000513614,0.004497, 0.349185
us_000566037,0.004497, 0.352465
us_000564386,0.004497, 0.353053
us_000183064,0.004497, 0.355463
us_000501420,0.004497, 0.365060
us_000560137,0.004497, 0.365989
us_000503865,0.004497, 0.372371
us_000538932,0.004497, 0.372407
us_000112005,0.004497, 0.377131
us_000547632,0.004497, 0.377438
us_000514607,0.004497, 0.382340
us_000474171,0.004497, 0.385299
us_000535040,0.004497, 0.396156
us_000512432,0.004497, 0.396456
us_000610975,0.004497, 0.397620
us_000578045,0.004497, 0.399060
us_000469814,0.004497, 0.399790
us_000491267,0.004497, 0.402899
us_000583344,0.004497, 0.404768
us_000479336,0.004497, 0.407308
us_000499857,0.004497, 0.408706
us_000539135,0.004497, 0.409583
us_000512613,0.004497, 0.409741
us_000552760,0.004497, 0.410109
us_000342784,0.004497, 0.410266
us_000472840,0.004497, 0.410449
us_000074195,0.004497, 0.412531
us_000575435,0.004497, 0.413968
us_000541922,0.004497, 0.415593
us_000526085,0.004497, 0.419548
us_000525679,0.004497, 0.419756
us_000162351,0.004497, 0.422442
us_000488052,0.004497, 0.425450
us_000559324,0.004497, 0.427923
us_000611021,0.004497, 0.433801
us_000532438,0.004497, 0.437113
us_000277289,0.004497, 0.438160
us_000481953,0.004497, 0.442938
us_000477678,0.004497, 0.449412
us_000547772,0.004497, 0.452146
us_000547778,0.004497, 0.454984
us_000542105,0.004497, 0.454984
us_000477149,0.004497, 0.458798
us_000501562,0.004497, 0.459299
us_000042175,0.004497, 0.459975
us_000591505,0.004497, 0.469745
us_000496671,0.004497, 0.472754
us_000495823,0.004497, 0.474588
us_000478802,0.004497, 0.474588
us_000590441,0.004497, 0.476491
us_000495077,0.004497, 0.486560
us_000547773,0.004497, 0.489429
us_000477624,0.004497, 0.494900
us_000512547,0.004497, 0.496908
us_000526798,0.004497, 0.498807
us_000499819,0.004497, 0.500307
us_000495273,0.004497, 0.501728
us_000477746,0.004497, 0.501728
us_000480189,0.004497, 0.501812
us_000485603,0.004497, 0.509679
us_000507419,0.004497, 0.511157
us_000497062,0.004497, 0.512389
us_000520925,0.004497, 0.521146
us_000507311,0.004497, 0.523417
us_000495355,0.004497, 0.536234
