Product ID : 2070 # of JPs covered : 1 : 364 : Class Action-Pre-Certification, 
us_000518039,0.401917, 0.580490
us_000527178,0.401917, 0.580490
us_000547104,0.401917, 0.580490
us_000512942,0.401917, 0.580490
us_000547510,0.401917, 0.580490
us_000514549,0.401917, 0.580490
us_000527319,0.401917, 0.580490
us_000529456,0.401917, 0.580490
us_000513868,0.401917, 0.580490
us_000531133,0.401917, 0.580490
us_000517267,0.401917, 0.580490
us_000493699,0.401917, 0.581693
us_000061159,0.401917, 0.582190
us_000547102,0.401917, 0.583008
us_000487889,0.401917, 0.584319
us_000533866,0.401917, 0.584670
us_000555951,0.401917, 0.586302
us_000493605,0.401917, 0.587132
us_000550834,0.401917, 0.587935
us_000610232,0.401917, 0.589273
us_000507919,0.401917, 0.589821
us_000547089,0.401917, 0.591972
us_000566034,0.401917, 0.592675
us_000574475,0.401917, 0.593687
us_000567244,0.401917, 0.594436
us_000517674,0.401917, 0.595160
us_000517397,0.401917, 0.595160
us_000512747,0.401917, 0.595260
us_000543794,0.401917, 0.595821
us_000502032,0.401917, 0.598391
us_000543605,0.401917, 0.599304
us_000575772,0.401917, 0.602051
us_000518137,0.401917, 0.604117
us_000256347,0.401917, 0.605104
us_000017469,0.401917, 0.605939
us_000591150,0.401917, 0.606962
us_000612477,0.401917, 0.608200
us_000480627,0.401917, 0.608391
us_000507967,0.401917, 0.608449
us_000562689,0.401917, 0.608976
us_000599643,0.401917, 0.611483
us_000515759,0.401917, 0.612761
us_000516403,0.401917, 0.612770
us_000516569,0.401917, 0.613497
us_000579529,0.401917, 0.615393
us_000516515,0.401917, 0.620163
us_000533226,0.401917, 0.624146
us_000476026,0.401917, 0.626788
us_000496374,0.401917, 0.647486
us_000567448,0.401917, 0.651992
us_000581114,0.401917, 0.652754
us_000573113,0.401917, 0.658344
us_000477224,0.401917, 0.661723
us_000562318,0.401917, 0.669219
us_000513107,0.401917, 0.697180
us_000069422,0.401917, 0.715804
us_000547252,0.401917, 0.752262
us_000561963,0.401917, 0.760165
us_000496356,0.401917, 0.790458
us_000565661,0.401917, 0.808042
us_000325465,0.401917, 0.856976
us_000098674,0.401917, 0.869109
us_000572163,0.401917, 0.991772
us_000529759,0.401917, 1.631608
us_000542250,0.371508, 0.000000
us_000555472,0.371508, 0.000000
pr_000338669,0.371508, 0.000001
pr_000495357,0.371508, 0.000001
pr_000943966,0.371508, 0.000003
pr_000185729,0.371508, 0.000005
pr_000915156,0.371508, 0.000005
us_000513769,0.371508, 0.004738
us_000485500,0.371508, 0.422644
us_000389867,0.371508, 0.482265
us_000571239,0.371508, 0.490737
us_000582822,0.371508, 0.503858
us_000551774,0.371508, 0.530606
us_000529666,0.371508, 0.536348
us_000513694,0.371508, 0.536348
us_000513734,0.371508, 0.536348
us_000477585,0.371508, 0.558751
us_000551992,0.371508, 0.621184
us_000486073,0.371508, 0.656588
us_000476006,0.371508, 0.954093
us_000574092,0.354943, 0.000000
pr_000596101,0.354943, 0.000004
pr_000864094,0.354943, 0.000005
pr_001025164,0.354943, 0.000014
pr_001695340,0.354943, 0.000014
pr_001690414,0.354943, 0.000014
pr_001163717,0.354943, 0.000014
pr_001693831,0.354943, 0.000014
pr_001694547,0.354943, 0.000014
pr_001697726,0.354943, 0.000014
pr_000846054,0.354943, 0.000014
pr_001688065,0.354943, 0.000014
pr_001687349,0.354943, 0.000014
pr_001697215,0.354943, 0.000014
pr_001024063,0.354943, 0.000014
pr_001680179,0.354943, 0.000014
pr_000634748,0.354943, 0.000017
pr_000593243,0.354943, 0.000021
pr_000909468,0.354943, 0.000052
pr_001024505,0.354943, 0.000096
pr_000810763,0.354943, 0.000122
pr_001026699,0.354943, 0.000180
pr_001154338,0.354943, 0.000181
pr_000318622,0.354943, 0.000256
pr_001029876,0.354943, 0.000307
pr_000728532,0.354943, 0.000462
us_000509969,0.354943, 0.227211
us_000490084,0.354943, 0.410182
us_000581752,0.354943, 0.514982
us_000563534,0.354943, 0.520463
us_000546690,0.354943, 0.529033
us_000551270,0.354943, 0.569953
us_000587982,0.354943, 0.579476
us_000462104,0.354943, 0.593121
us_000587999,0.354943, 0.599529
us_000587998,0.354943, 0.599529
us_000504591,0.354943, 0.621826
us_000507234,0.354943, 0.625651
us_000507310,0.354943, 0.625651
us_000567174,0.354943, 0.625651
us_000567189,0.354943, 0.625651
us_000526669,0.354943, 0.628671
us_000546817,0.354943, 0.628671
us_000588076,0.354943, 0.631853
us_000555162,0.354943, 0.631853
us_000504898,0.354943, 0.631853
us_000507846,0.354943, 0.639484
us_000493787,0.354943, 0.760331
us_000500162,0.354943, 0.890423
pr_001892414,0.299936, 0.000000
pr_001811244,0.299936, 0.000000
pr_000920587,0.299936, 0.000000
pr_000599890,0.299936, 0.000000
pr_001903808,0.299936, 0.000000
pr_001891307,0.299936, 0.000000
pr_000832098,0.299936, 0.000000
pr_001894302,0.299936, 0.000000
pr_000183967,0.299936, 0.000018
pr_001151985,0.299936, 0.000026
pr_000105502,0.299936, 0.000050
pr_000163050,0.299936, 0.000050
pr_000099207,0.299936, 0.000050
pr_000173041,0.299936, 0.000050
pr_000118296,0.299936, 0.000050
pr_000182045,0.299936, 0.000353
us_000610432,0.299936, 0.010611
us_000606752,0.299936, 0.010611
us_000612569,0.299936, 0.011138
us_000102888,0.299936, 0.309523
us_000467530,0.299936, 0.354005
us_000494837,0.299936, 0.366460
us_000567025,0.299936, 0.376734
us_000530202,0.299936, 0.382928
us_000520455,0.299936, 0.387408
us_000591008,0.299936, 0.412932
us_000503903,0.299936, 0.420699
us_000487842,0.299936, 0.422127
us_000582122,0.299936, 0.433161
us_000500207,0.299936, 0.436257
us_000587355,0.299936, 0.439347
us_000530009,0.299936, 0.440724
us_000535386,0.299936, 0.442027
us_000561330,0.299936, 0.449409
us_000582457,0.299936, 0.451267
us_000568503,0.299936, 0.451371
us_000589679,0.299936, 0.456543
us_000559405,0.299936, 0.456951
us_000593704,0.299936, 0.457604
us_000463653,0.299936, 0.460306
us_000572217,0.299936, 0.462094
us_000464090,0.299936, 0.462101
us_000594295,0.299936, 0.462681
us_000494296,0.299936, 0.473825
us_000572956,0.299936, 0.484119
us_000493982,0.299936, 0.487721
us_000616604,0.299936, 0.487953
us_000487659,0.299936, 0.488287
us_000576067,0.299936, 0.489192
us_000569632,0.299936, 0.491525
us_000465167,0.299936, 0.492486
us_000584605,0.299936, 0.492877
us_000558792,0.299936, 0.493486
us_000527707,0.299936, 0.494532
us_000572937,0.299936, 0.494642
us_000489983,0.299936, 0.495083
us_000573701,0.299936, 0.495320
us_000571869,0.299936, 0.495479
us_000495034,0.299936, 0.496381
us_000474897,0.299936, 0.501891
us_000333236,0.299936, 0.501928
us_000550380,0.299936, 0.502997
us_000568762,0.299936, 0.505842
us_000567802,0.299936, 0.506423
us_000562521,0.299936, 0.507243
us_000612112,0.299936, 0.507868
us_000499406,0.299936, 0.508282
us_000541111,0.299936, 0.509753
us_000513550,0.299936, 0.510108
us_000558621,0.299936, 0.511232
us_000570207,0.299936, 0.512110
us_000562323,0.299936, 0.512747
us_000586932,0.299936, 0.512825
us_000581021,0.299936, 0.514124
us_000571216,0.299936, 0.515248
us_000542366,0.299936, 0.515363
us_000505800,0.299936, 0.515363
us_000487751,0.299936, 0.515759
us_000566500,0.299936, 0.516035
us_000572084,0.299936, 0.516035
us_000571319,0.299936, 0.516901
us_000563802,0.299936, 0.517443
us_000566534,0.299936, 0.517634
us_000566474,0.299936, 0.518838
us_000596830,0.299936, 0.520223
us_000586098,0.299936, 0.520605
us_000600983,0.299936, 0.521064
us_000604364,0.299936, 0.521555
us_000561514,0.299936, 0.522307
us_000558283,0.299936, 0.522521
us_000598632,0.299936, 0.523494
us_000562481,0.299936, 0.524057
us_000572247,0.299936, 0.524791
us_000605873,0.299936, 0.526238
us_000572947,0.299936, 0.527140
us_000555243,0.299936, 0.528075
us_000526894,0.299936, 0.528407
us_000566389,0.299936, 0.529479
us_000582185,0.299936, 0.529851
us_000547389,0.299936, 0.531066
us_000577205,0.299936, 0.531094
us_000502336,0.299936, 0.534092
us_000611506,0.299936, 0.534092
us_000323704,0.299936, 0.536341
us_000594117,0.299936, 0.536616
us_000503373,0.299936, 0.538410
us_000603233,0.299936, 0.538482
us_000499376,0.299936, 0.539708
us_000486336,0.299936, 0.540328
us_000326682,0.299936, 0.541677
us_000536823,0.299936, 0.541779
us_000572094,0.299936, 0.542085
us_000595914,0.299936, 0.543077
us_000572871,0.299936, 0.543329
us_000572955,0.299936, 0.543509
us_000587802,0.299936, 0.544025
us_000587806,0.299936, 0.544025
us_000587805,0.299936, 0.544025
us_000587810,0.299936, 0.544025
us_000589677,0.299936, 0.544752
us_000580652,0.299936, 0.544854
us_000570285,0.299936, 0.544899
us_000591874,0.299936, 0.544988
us_000573352,0.299936, 0.545261
us_000596185,0.299936, 0.545261
us_000567571,0.299936, 0.545777
us_000473900,0.299936, 0.545905
us_000572136,0.299936, 0.546500
us_000572116,0.299936, 0.546500
us_000487068,0.299936, 0.546878
us_000563969,0.299936, 0.547162
us_000523578,0.299936, 0.547308
us_000560345,0.299936, 0.547412
us_000572721,0.299936, 0.547743
us_000582248,0.299936, 0.547743
us_000576947,0.299936, 0.547743
us_000587134,0.299936, 0.547743
us_000561673,0.299936, 0.547743
us_000572570,0.299936, 0.547743
us_000572590,0.299936, 0.547743
us_000571535,0.299936, 0.547743
us_000578831,0.299936, 0.547926
us_000487033,0.299936, 0.549925
us_000601834,0.299936, 0.550695
us_000508822,0.299936, 0.553115
us_000603203,0.299936, 0.553130
us_000564759,0.299936, 0.554134
us_000567233,0.299936, 0.558101
us_000540264,0.299936, 0.558101
us_000601814,0.299936, 0.562729
us_000583022,0.299936, 0.564287
us_000541271,0.299936, 0.564555
us_000531954,0.299936, 0.564680
us_000587840,0.299936, 0.565355
us_000517367,0.299936, 0.565865
us_000613290,0.299936, 0.566001
us_000572193,0.299936, 0.566410
us_000611489,0.299936, 0.566916
us_000560231,0.299936, 0.569547
us_000524047,0.299936, 0.569863
us_000566473,0.299936, 0.570336
us_000582313,0.299936, 0.570336
us_000540132,0.299936, 0.570336
us_000542047,0.299936, 0.570336
us_000376896,0.299936, 0.570625
us_000592220,0.299936, 0.570932
us_000567554,0.299936, 0.571305
us_000566215,0.299936, 0.571759
us_000562491,0.299936, 0.571759
us_000505819,0.299936, 0.571759
us_000540597,0.299936, 0.571759
us_000521645,0.299936, 0.571759
us_000559757,0.299936, 0.572239
us_000486697,0.299936, 0.572554
us_000318642,0.299936, 0.573092
us_000116543,0.299936, 0.573619
us_000490465,0.299936, 0.573967
us_000566497,0.299936, 0.574139
us_000523008,0.299936, 0.574750
us_000523492,0.299936, 0.574750
us_000562698,0.299936, 0.574750
us_000525757,0.299936, 0.574750
us_000562578,0.299936, 0.574750
us_000543808,0.299936, 0.574750
us_000525409,0.299936, 0.574750
us_000506945,0.299936, 0.574750
us_000523420,0.299936, 0.574750
us_000542525,0.299936, 0.574750
us_000562557,0.299936, 0.574750
us_000542178,0.299936, 0.574750
us_000543142,0.299936, 0.574750
us_000506527,0.299936, 0.574750
us_000607271,0.299936, 0.574750
us_000543047,0.299936, 0.574750
us_000534521,0.299936, 0.574750
us_000563003,0.299936, 0.574750
us_000544096,0.299936, 0.574750
us_000542676,0.299936, 0.574750
us_000506947,0.299936, 0.574750
us_000567603,0.299936, 0.574750
us_000562715,0.299936, 0.574750
us_000566815,0.299936, 0.574750
us_000511694,0.299936, 0.574750
us_000540055,0.299936, 0.574750
us_000567170,0.299936, 0.574750
us_000556217,0.299936, 0.574750
us_000588134,0.299936, 0.574750
us_000540949,0.299936, 0.574750
us_000604457,0.299936, 0.574750
us_000526919,0.299936, 0.574750
us_000557920,0.299936, 0.574750
us_000567169,0.299936, 0.575180
us_000565282,0.299936, 0.575202
us_000565388,0.299936, 0.575795
us_000565542,0.299936, 0.576982
us_000502617,0.299936, 0.577382
us_000604864,0.299936, 0.577460
us_000571437,0.299936, 0.578227
us_000502831,0.299936, 0.578789
us_000526459,0.299936, 0.579055
us_000579652,0.299936, 0.579940
us_000474437,0.299936, 0.580804
us_000567061,0.299936, 0.581278
us_000523319,0.299936, 0.582136
us_000523130,0.299936, 0.583823
us_000526729,0.299936, 0.587106
us_000579788,0.299936, 0.588617
us_000524489,0.299936, 0.589617
us_000500001,0.299936, 0.593433
us_000506003,0.299936, 0.593433
us_000565540,0.299936, 0.595783
us_000572817,0.299936, 0.596389
us_000525209,0.299936, 0.599175
us_000475302,0.299936, 0.601024
us_000609902,0.299936, 0.601998
us_000560306,0.299936, 0.602654
us_000589073,0.299936, 0.605736
us_000508926,0.299936, 0.611354
us_000535330,0.299936, 0.612166
us_000526427,0.299936, 0.619927
us_000567164,0.299936, 0.621288
us_000552307,0.299936, 0.621683
us_000583619,0.299936, 0.621683
us_000539014,0.299936, 0.622792
us_000531470,0.299936, 0.631555
us_000566584,0.299936, 0.633108
us_000547418,0.299936, 0.635435
us_000494405,0.299936, 0.639380
us_000524723,0.299936, 0.640859
us_000475642,0.299936, 0.645692
us_000561491,0.299936, 0.649966
us_000567199,0.299936, 0.650442
us_000550620,0.299936, 0.660673
us_000511513,0.299936, 0.695697
us_000578321,0.299936, 0.701396
us_000551697,0.299936, 0.703444
us_000153784,0.299936, 0.708335
us_000604592,0.299936, 0.708644
us_000534878,0.299936, 0.711542
us_000583064,0.299936, 0.714883
us_000500761,0.299936, 0.731932
us_000491138,0.299936, 0.748827
us_000490075,0.299936, 0.754897
us_000340341,0.299936, 0.779469
us_000544381,0.299936, 0.790892
us_000594260,0.299936, 0.803644
us_000558091,0.299936, 0.815186
us_000034466,0.299936, 0.830172
us_000072560,0.299936, 0.898396
us_000559116,0.299936, 1.103141
us_000591370,0.299936, 1.111343
us_000477717,0.296302, 0.000000
us_000577034,0.296302, 0.000000
us_000562005,0.296302, 0.000000
us_000577775,0.296302, 0.000000
us_000476433,0.296302, 0.000000
us_000499421,0.296302, 0.000000
pr_001025916,0.296302, 0.000001
pr_000327887,0.296302, 0.000001
pr_000323633,0.296302, 0.000001
pr_000209795,0.296302, 0.000001
pr_000292648,0.296302, 0.000001
pr_001389024,0.296302, 0.000001
pr_000217835,0.296302, 0.000001
pr_000175287,0.296302, 0.000001
pr_000025480,0.296302, 0.000001
pr_000707388,0.296302, 0.000001
pr_000583868,0.296302, 0.000001
pr_001010178,0.296302, 0.000001
pr_000163332,0.296302, 0.000001
pr_000567478,0.296302, 0.000001
pr_000850184,0.296302, 0.000001
pr_000993451,0.296302, 0.000001
pr_000337102,0.296302, 0.000001
pr_000907866,0.296302, 0.000001
pr_000595938,0.296302, 0.000001
pr_000694400,0.296302, 0.000001
pr_001694069,0.296302, 0.000001
pr_000829617,0.296302, 0.000001
pr_000213836,0.296302, 0.000001
pr_001701144,0.296302, 0.000001
pr_000288480,0.296302, 0.000001
pr_001094443,0.296302, 0.000001
pr_000021351,0.296302, 0.000001
pr_001023006,0.296302, 0.000001
pr_000708385,0.296302, 0.000001
pr_000838396,0.296302, 0.000001
pr_001635014,0.296302, 0.000001
pr_001133801,0.296302, 0.000001
pr_001634867,0.296302, 0.000001
pr_001813142,0.296302, 0.000001
pr_000965380,0.296302, 0.000001
pr_000563115,0.296302, 0.000001
pr_001822914,0.296302, 0.000001
pr_001824445,0.296302, 0.000001
pr_001654994,0.296302, 0.000001
pr_000832303,0.296302, 0.000001
pr_000917188,0.296302, 0.000001
pr_000339582,0.296302, 0.000001
pr_000293754,0.296302, 0.000001
pr_000948855,0.296302, 0.000001
pr_001132181,0.296302, 0.000001
pr_000316360,0.296302, 0.000001
pr_000324809,0.296302, 0.000001
pr_000582300,0.296302, 0.000001
pr_000904278,0.296302, 0.000001
pr_000584624,0.296302, 0.000001
pr_001598051,0.296302, 0.000001
pr_000632359,0.296302, 0.000001
pr_000584160,0.296302, 0.000001
pr_000323318,0.296302, 0.000001
pr_000218671,0.296302, 0.000001
pr_000179898,0.296302, 0.000001
pr_000193580,0.296302, 0.000001
pr_001413202,0.296302, 0.000001
pr_000738690,0.296302, 0.000001
pr_001704417,0.296302, 0.000001
pr_000584396,0.296302, 0.000001
pr_000564418,0.296302, 0.000001
pr_000021304,0.296302, 0.000001
pr_000703692,0.296302, 0.000001
pr_000022113,0.296302, 0.000001
pr_000709400,0.296302, 0.000001
pr_000701264,0.296302, 0.000001
pr_000718605,0.296302, 0.000001
pr_000174996,0.296302, 0.000001
pr_000644245,0.296302, 0.000001
pr_000189936,0.296302, 0.000001
pr_000995042,0.296302, 0.000001
pr_000984047,0.296302, 0.000001
pr_001694132,0.296302, 0.000001
pr_000886060,0.296302, 0.000001
pr_000834701,0.296302, 0.000001
pr_001696281,0.296302, 0.000001
pr_000926724,0.296302, 0.000001
pr_000730076,0.296302, 0.000001
pr_001078206,0.296302, 0.000001
pr_001009091,0.296302, 0.000001
pr_000882021,0.296302, 0.000001
pr_000595584,0.296302, 0.000001
pr_001059201,0.296302, 0.000001
pr_000889793,0.296302, 0.000001
pr_000652302,0.296302, 0.000001
pr_000667663,0.296302, 0.000001
pr_000748114,0.296302, 0.000001
pr_000325012,0.296302, 0.000001
pr_000703222,0.296302, 0.000001
pr_001609553,0.296302, 0.000001
pr_000705959,0.296302, 0.000001
pr_000192286,0.296302, 0.000001
pr_000880685,0.296302, 0.000001
pr_000012666,0.296302, 0.000001
pr_001693849,0.296302, 0.000001
pr_000646806,0.296302, 0.000001
pr_000954093,0.296302, 0.000001
pr_001094329,0.296302, 0.000001
pr_001769863,0.296302, 0.000001
pr_000831945,0.296302, 0.000001
pr_000829252,0.296302, 0.000001
pr_000298979,0.296302, 0.000001
pr_001702298,0.296302, 0.000001
pr_001107928,0.296302, 0.000001
pr_000737245,0.296302, 0.000001
pr_001021351,0.296302, 0.000001
pr_000727869,0.296302, 0.000001
pr_001078119,0.296302, 0.000001
pr_001703154,0.296302, 0.000001
pr_001582033,0.296302, 0.000001
pr_000815093,0.296302, 0.000001
pr_000821103,0.296302, 0.000001
pr_000968067,0.296302, 0.000001
pr_000566996,0.296302, 0.000001
pr_000548208,0.296302, 0.000001
pr_001124357,0.296302, 0.000001
pr_000932440,0.296302, 0.000001
pr_000728994,0.296302, 0.000001
pr_000921638,0.296302, 0.000001
pr_000824138,0.296302, 0.000001
pr_000693537,0.296302, 0.000001
pr_001416071,0.296302, 0.000001
pr_000216028,0.296302, 0.000001
pr_001769039,0.296302, 0.000001
pr_001679073,0.296302, 0.000001
pr_000731033,0.296302, 0.000001
pr_000831805,0.296302, 0.000001
pr_000582457,0.296302, 0.000001
pr_000208112,0.296302, 0.000001
pr_000023610,0.296302, 0.000001
pr_001005328,0.296302, 0.000001
pr_000163292,0.296302, 0.000001
pr_000703940,0.296302, 0.000001
pr_000213890,0.296302, 0.000001
pr_000923480,0.296302, 0.000001
pr_000325468,0.296302, 0.000001
pr_000717104,0.296302, 0.000001
pr_000944987,0.296302, 0.000001
pr_000740914,0.296302, 0.000001
pr_000328169,0.296302, 0.000001
pr_000831850,0.296302, 0.000001
pr_000995443,0.296302, 0.000001
pr_000322980,0.296302, 0.000001
pr_001702231,0.296302, 0.000001
pr_000873526,0.296302, 0.000001
pr_000764812,0.296302, 0.000001
pr_000587818,0.296302, 0.000001
pr_001124380,0.296302, 0.000001
pr_001096783,0.296302, 0.000001
pr_000333199,0.296302, 0.000001
pr_000563384,0.296302, 0.000001
pr_000973725,0.296302, 0.000001
pr_001088640,0.296302, 0.000001
pr_000214794,0.296302, 0.000001
pr_000699875,0.296302, 0.000001
pr_001819491,0.296302, 0.000001
pr_000763409,0.296302, 0.000001
pr_001075396,0.296302, 0.000001
pr_001021004,0.296302, 0.000001
pr_000692385,0.296302, 0.000001
pr_000284018,0.296302, 0.000001
pr_000881343,0.296302, 0.000001
pr_001390290,0.296302, 0.000001
pr_000547668,0.296302, 0.000001
pr_001688308,0.296302, 0.000001
pr_000584755,0.296302, 0.000001
pr_001652151,0.296302, 0.000001
pr_000916335,0.296302, 0.000001
pr_001099681,0.296302, 0.000001
pr_001011937,0.296302, 0.000001
pr_000225876,0.296302, 0.000001
pr_001060195,0.296302, 0.000001
pr_000707773,0.296302, 0.000001
pr_001652164,0.296302, 0.000001
pr_000163737,0.296302, 0.000001
pr_000585364,0.296302, 0.000001
pr_001823397,0.296302, 0.000001
pr_000655460,0.296302, 0.000001
pr_000760257,0.296302, 0.000001
pr_001704954,0.296302, 0.000001
pr_000772096,0.296302, 0.000001
pr_000754388,0.296302, 0.000001
pr_000204570,0.296302, 0.000001
us_000580852,0.296302, 0.000001
pr_000497286,0.296302, 0.000002
pr_000877125,0.296302, 0.000002
pr_001606456,0.296302, 0.000002
pr_001026572,0.296302, 0.000002
pr_001081055,0.296302, 0.000002
pr_001085600,0.296302, 0.000002
pr_000026970,0.296302, 0.000002
pr_001006010,0.296302, 0.000002
pr_000178480,0.296302, 0.000002
pr_001680234,0.296302, 0.000002
pr_001078706,0.296302, 0.000002
pr_001050804,0.296302, 0.000002
pr_000335875,0.296302, 0.000003
pr_000885200,0.296302, 0.000004
pr_001119307,0.296302, 0.000004
pr_000705977,0.296302, 0.000004
pr_001077229,0.296302, 0.000004
pr_001010118,0.296302, 0.000005
pr_000233597,0.296302, 0.000006
pr_001086070,0.296302, 0.000006
pr_000174973,0.296302, 0.000006
pr_000728395,0.296302, 0.000006
pr_000303501,0.296302, 0.000006
pr_001700393,0.296302, 0.000009
pr_000709140,0.296302, 0.000012
pr_000175879,0.296302, 0.000012
pr_001406991,0.296302, 0.000012
pr_000177188,0.296302, 0.000012
pr_000875227,0.296302, 0.000012
pr_000706283,0.296302, 0.000013
pr_000178298,0.296302, 0.000013
pr_000175469,0.296302, 0.000015
pr_000818499,0.296302, 0.000015
pr_000163718,0.296302, 0.000015
pr_000818517,0.296302, 0.000015
pr_000879504,0.296302, 0.000015
pr_001063066,0.296302, 0.000015
pr_002204950,0.296302, 0.000015
pr_000848265,0.296302, 0.000015
pr_001706030,0.296302, 0.000015
pr_000636549,0.296302, 0.000015
pr_000756619,0.296302, 0.000015
pr_001619211,0.296302, 0.000015
pr_000318951,0.296302, 0.000015
pr_000121670,0.296302, 0.000015
pr_001078024,0.296302, 0.000015
pr_001388985,0.296302, 0.000015
pr_000315427,0.296302, 0.000015
pr_001937504,0.296302, 0.000015
pr_001015402,0.296302, 0.000015
pr_001397956,0.296302, 0.000015
pr_000219033,0.296302, 0.000015
pr_000955692,0.296302, 0.000015
pr_001150254,0.296302, 0.000015
pr_000206363,0.296302, 0.000015
pr_001899467,0.296302, 0.000015
pr_001088196,0.296302, 0.000015
pr_000982013,0.296302, 0.000015
pr_000649720,0.296302, 0.000015
pr_001017876,0.296302, 0.000015
pr_000021500,0.296302, 0.000015
pr_001153590,0.296302, 0.000017
pr_000766151,0.296302, 0.000019
pr_000946414,0.296302, 0.000021
pr_001145076,0.296302, 0.000021
pr_001037733,0.296302, 0.000023
us_000592930,0.296302, 0.000023
pr_001596017,0.296302, 0.000024
pr_000737968,0.296302, 0.000026
pr_001078370,0.296302, 0.000026
pr_000206025,0.296302, 0.000027
pr_000012181,0.296302, 0.000027
pr_000678523,0.296302, 0.000032
pr_000738883,0.296302, 0.000033
pr_001400402,0.296302, 0.000037
pr_000658711,0.296302, 0.000040
pr_000209601,0.296302, 0.000041
pr_000020858,0.296302, 0.000044
pr_001389222,0.296302, 0.000045
pr_001734573,0.296302, 0.000049
pr_000737130,0.296302, 0.000051
pr_000888664,0.296302, 0.000051
pr_000901194,0.296302, 0.000051
pr_000312853,0.296302, 0.000052
pr_001698788,0.296302, 0.000053
pr_000732205,0.296302, 0.000058
pr_001132285,0.296302, 0.000062
pr_000980993,0.296302, 0.000062
pr_001009078,0.296302, 0.000070
pr_001607280,0.296302, 0.000072
pr_001037961,0.296302, 0.000073
pr_000983881,0.296302, 0.000075
pr_000182363,0.296302, 0.000076
pr_000594257,0.296302, 0.000083
pr_000018818,0.296302, 0.000106
pr_000930122,0.296302, 0.000109
pr_000299011,0.296302, 0.000110
pr_000961796,0.296302, 0.000116
pr_001132013,0.296302, 0.000116
pr_000339754,0.296302, 0.000118
pr_000316795,0.296302, 0.000138
pr_000660135,0.296302, 0.000147
pr_001039618,0.296302, 0.000153
pr_000629985,0.296302, 0.000177
pr_001395574,0.296302, 0.000177
pr_001589036,0.296302, 0.000178
pr_000702048,0.296302, 0.000210
pr_000755817,0.296302, 0.000210
pr_001582941,0.296302, 0.000210
pr_000989273,0.296302, 0.000210
pr_000837501,0.296302, 0.000210
pr_000743559,0.296302, 0.000210
pr_000656538,0.296302, 0.000210
pr_000339139,0.296302, 0.000211
pr_001604278,0.296302, 0.000220
pr_000970953,0.296302, 0.000222
pr_001388336,0.296302, 0.000222
pr_000873103,0.296302, 0.000226
pr_001008409,0.296302, 0.000250
pr_001123674,0.296302, 0.000251
pr_001651681,0.296302, 0.000251
pr_001652333,0.296302, 0.000251
pr_001112436,0.296302, 0.000251
pr_001714962,0.296302, 0.000251
pr_000589280,0.296302, 0.000258
pr_000651225,0.296302, 0.000263
pr_001008321,0.296302, 0.000278
pr_000970920,0.296302, 0.000294
pr_000772098,0.296302, 0.000318
pr_000963644,0.296302, 0.000324
pr_000661753,0.296302, 0.000347
us_000531146,0.296302, 0.000376
pr_001142757,0.296302, 0.000386
us_000500158,0.296302, 0.000394
pr_000812071,0.296302, 0.000427
pr_001080967,0.296302, 0.000794
pr_000746782,0.296302, 0.000839
pr_000790823,0.296302, 0.000849
pr_000963351,0.296302, 0.000850
pr_000906396,0.296302, 0.000874
pr_000236236,0.296302, 0.001045
us_000481918,0.296302, 0.001249
us_000482091,0.296302, 0.001495
pr_000216808,0.296302, 0.001757
us_000496658,0.296302, 0.001818
us_000605281,0.296302, 0.003215
us_000587498,0.296302, 0.009624
us_000496066,0.296302, 0.011258
us_000181231,0.296302, 0.012074
us_000482242,0.296302, 0.015836
us_000547568,0.296302, 0.021206
us_000464557,0.296302, 0.029108
us_000511784,0.296302, 0.048404
us_000572588,0.296302, 0.052622
pr_001660478,0.172266, 0.000002
pr_000185199,0.172266, 0.000042
pr_000736035,0.172266, 0.000255
us_000554108,0.172266, 0.000270
us_000553370,0.172266, 0.000270
pr_000347381,0.172266, 0.000469
us_000518188,0.172266, 0.000842
pr_000637082,0.172266, 0.000996
pr_001107926,0.172266, 0.001568
pr_001770068,0.172266, 0.001786
pr_000742785,0.172266, 0.005929
us_000612818,0.172266, 0.012460
us_000592994,0.172266, 0.012460
us_000475844,0.172266, 0.013202
us_000524420,0.172266, 0.015576
us_000489422,0.172266, 0.068764
us_000492605,0.172266, 1.103252
us_000476071,0.172266, 1.273072
us_000466281,0.172266, 1.399427
us_000463067,0.172266, 1.404085
us_000530114,0.172266, 1.436232
us_000197126,0.172266, 1.557468
us_000553033,0.162954, 0.567945
us_000558721,0.162954, 0.582811
us_000477608,0.162954, 0.618221
us_000568865,0.162954, 0.640914
us_000461618,0.162954, 0.677928
us_000502839,0.162954, 0.689980
us_000535149,0.162954, 0.704656
us_000594511,0.162954, 0.709893
us_000548139,0.162954, 0.732269
us_000554821,0.162954, 0.735992
us_000585450,0.162954, 0.745862
us_000547955,0.162954, 0.758427
us_000575444,0.162954, 0.760617
us_000496177,0.162954, 0.764841
us_000547580,0.162954, 0.764841
us_000489771,0.162954, 0.768032
us_000537514,0.162954, 0.775429
us_000363372,0.162954, 0.781369
us_000587418,0.162954, 0.793967
us_000513620,0.162954, 0.801819
us_000548152,0.162954, 0.803580
us_000548614,0.162954, 0.809538
us_000561310,0.162954, 0.814241
us_000530290,0.162954, 0.817980
us_000513482,0.162954, 0.817980
us_000486256,0.162954, 0.818840
us_000567961,0.162954, 0.818931
us_000538059,0.162954, 0.824067
